"Time","F1",
1,0.3,
1.01,0.3,
1.02,0.02,
1.03,0.02,
1.04,0.02,
1.05,0.02,
1.06,0.02,
1.07,0.02,
1.08,0.02,
1.09,0.02,
1.1,0.02,
1.11,0.03,
1.12,0.03,
1.13,0.03,
1.14,0.03,
1.15,0.03,
1.16,0.03,
1.17,0.03,
1.18,0.03,
1.19,0.03,
1.2,0.03,
1.21,0.03,
1.22,0.03,
1.23,0.03,
1.24,0.03,
1.25,0.0232768,
1.26,0.0232768,
1.27,0.02,
1.28,0.02,
1.29,0.02,
1.3,0.02,
1.31,0.02,
1.32,0.02,
1.33,0.02,
1.34,0.02,
1.35,0.02,
1.36,0.02,
1.37,0.02,
1.38,0.02,
1.39,0.02,
1.4,0.02,
1.41,0.02,
1.42,0.02,
1.43,0.02,
1.44,0.03,
1.45,0.03,
1.46,0.03,
1.47,0.03,
1.48,0.03,
1.49,0.03,
1.5,0.03,
1.51,0.03,
1.52,0.03,
1.53,0.03,
1.54,0.03,
1.55,0.03,
1.56,0.03,
1.57,0.03,
1.58,0.03,
1.59,0.03,
1.6,0.03,
1.61,0.03,
1.62,0.03,
1.63,0.03,
1.64,0.03,
1.65,0.03,
1.66,0.03,
1.67,0.03,
1.68,0.03,
1.69,0.03,
1.7,0.03,
1.71,0.03,
1.72,0.03,
1.73,0.03,
1.74,0.03,
1.75,0.03,
1.76,0.03,
1.77,0.03,
1.78,0.03,
1.79,0.03,
1.8,0.03,
1.81,0.03,
1.82,0.03,
1.83,0.03,
1.84,0.03,
1.85,0.03,
1.86,0.03,
1.87,0.03,
1.88,0.03,
1.89,0.03,
1.9,0.03,
1.91,0.03,
1.92,0.03,
1.93,0.03,
1.94,0.03,
1.95,0.03,
1.96,0.03,
1.97,0.03,
1.98,0.03,
1.99,0.03,
2,0.03,
2.01,0.03,
2.02,0.03,
2.03,0.03,
2.04,0.03,
2.05,0.03,
2.06,0.03,
2.07,0.03,
2.08,0.03,
2.09,0.03,
2.1,0.03,
2.11,0.03,
2.12,0.03,
2.13,0.03,
2.14,0.03,
2.15,0.03,
2.16,0.03,
2.17,0.03,
2.18,0.03,
2.19,0.03,
2.2,0.03,
2.21,0.03,
2.22,0.03,
2.23,0.03,
2.24,0.03,
2.25,0.03,
2.26,0.03,
2.27,0.03,
2.28,0.03,
2.29,0.03,
2.3,0.03,
2.31,0.03,
2.32,0.03,
2.33,0.03,
2.34,0.03,
2.35,0.03,
2.36,0.03,
2.37,0.03,
2.38,0.03,
2.39,0.03,
2.4,0.03,
2.41,0.03,
2.42,0.03,
2.43,0.03,
2.44,0.03,
2.45,0.028,
2.46,0.028,
2.47,0.02,
2.48,0.02,
2.49,0.02,
2.5,0.02,
2.51,0.02,
2.52,0.02,
2.53,0.02,
2.54,0.02,
2.55,0.02,
2.56,0.02,
2.57,0.02,
2.58,0.02,
2.59,0.02,
2.6,0.02,
2.61,0.02,
2.62,0.02,
2.63,0.02,
2.64,0.02,
2.65,0.02,
2.66,0.03,
2.67,0.03,
2.68,0.03,
2.69,0.03,
2.7,0.03,
2.71,0.03,
2.72,0.03,
2.73,0.03,
2.74,0.03,
2.75,0.03,
2.76,0.03,
2.77,0.03,
2.78,0.03,
2.79,0.03,
2.8,0.03,
2.81,0.03,
2.82,0.03,
2.83,0.03,
2.84,0.03,
2.85,0.03,
2.86,0.03,
2.87,0.03,
2.88,0.03,
2.89,0.03,
2.9,0.03,
2.91,0.03,
2.92,0.03,
2.93,0.03,
2.94,0.03,
2.95,0.03,
2.96,0.03,
2.97,0.03,
2.98,0.03,
2.99,0.03,
3,0.03,
3.01,0.03,
3.02,0.03,
3.03,0.03,
3.04,0.03,
3.05,0.03,
3.06,0.03,
3.07,0.03,
3.08,0.03,
3.09,0.03,
3.1,0.03,
3.11,0.03,
3.12,0.03,
3.13,0.03,
3.14,0.03,
3.15,0.03,
3.16,0.03,
3.17,0.03,
3.18,0.03,
